date,origin_country,destination_region,barrels,vessel_count
2023-01-29,USA,Global,7828837,39
2023-01-29,Russia,Global,7454752,37
2023-01-29,Iraq,Global,4667244,23
2023-01-29,UAE,Global,3853133,19
2023-01-30,Saudi Arabia,Global,9084126,45
2023-01-30,USA,Global,8147927,41
2023-01-30,Russia,Global,7741627,39
2023-01-30,Iraq,Global,4477121,22
2023-01-30,UAE,Global,3653777,18
2023-01-31,Saudi Arabia,Global,8990661,45
2023-01-31,USA,Global,8231458,41
2023-01-31,Russia,Global,7624445,38
2023-01-31,Iraq,Global,4646502,23
2023-01-31,UAE,Global,3484344,17
2023-02-01,Saudi Arabia,Global,9210738,46
2023-02-01,USA,Global,8417390,42
2023-02-01,Russia,Global,7453496,37
2023-02-01,Iraq,Global,4553719,23
2023-02-01,UAE,Global,3639424,18
2023-02-02,Saudi Arabia,Global,9225562,46
2023-02-02,USA,Global,8023669,40
2023-02-02,Russia,Global,7182646,36
2023-02-02,Iraq,Global,4811479,24
2023-02-02,UAE,Global,3721677,19
2023-02-03,Saudi Arabia,Global,8849045,44
2023-02-03,USA,Global,8019352,40
2023-02-03,Russia,Global,7845714,39
2023-02-03,Iraq,Global,4827657,24
2023-02-03,UAE,Global,3751283,19
2023-02-04,Saudi Arabia,Global,9086923,45
2023-02-04,USA,Global,8125788,41
2023-02-04,Russia,Global,7593701,38
2023-02-04,Iraq,Global,4782576,24
2023-02-04,UAE,Global,3481964,17
2023-02-05,Saudi Arabia,Global,8995290,45
2023-02-05,USA,Global,8267701,41
2023-02-05,Russia,Global,7609506,38
2023-02-05,Iraq,Global,4822930,24
2023-02-05,UAE,Global,3515433,18
2023-02-06,Saudi Arabia,Global,9110729,46
2023-02-06,USA,Global,7980583,40
2023-02-06,Russia,Global,7620050,38
2023-02-06,Iraq,Global,4397163,22
2023-02-06,UAE,Global,3545800,18
2023-02-07,Saudi Arabia,Global,8906257,45
2023-02-07,USA,Global,8225784,41
2023-02-07,Russia,Global,7729184,39
2023-02-07,Iraq,Global,4362156,22
2023-02-07,UAE,Global,3821778,19
2023-02-08,Saudi Arabia,Global,9499022,47
2023-02-08,USA,Global,8131310,41
2023-02-08,Russia,Global,7528242,38
2023-02-08,Iraq,Global,5048059,25
2023-02-08,UAE,Global,3426564,17
2023-02-09,Saudi Arabia,Global,9130102,46
2023-02-09,USA,Global,8154030,41
2023-02-09,Russia,Global,7828859,39
2023-02-09,Iraq,Global,4681047,23
2023-02-09,UAE,Global,3552291,18
2023-02-10,Saudi Arabia,Global,8987048,45
2023-02-10,USA,Global,8078453,40
2023-02-10,Russia,Global,7478687,37
2023-02-10,Iraq,Global,4636900,23
2023-02-10,UAE,Global,3545096,18
2023-02-11,Saudi Arabia,Global,8908221,45
2023-02-11,USA,Global,8320599,42
2023-02-11,Russia,Global,7557676,38
2023-02-11,Iraq,Global,4442106,22
2023-02-11,UAE,Global,3607088,18
2023-02-12,Saudi Arabia,Global,9145144,46
2023-02-12,USA,Global,7872919,39
2023-02-12,Russia,Global,7684636,38
2023-02-12,Iraq,Global,4477815,22
2023-02-12,UAE,Global,3891543,19
2023-02-13,Saudi Arabia,Global,9216005,46
2023-02-13,USA,Global,8077426,40
2023-02-13,Russia,Global,7525635,38
2023-02-13,Iraq,Global,4621665,23
2023-02-13,UAE,Global,3729329,19
2023-02-14,Saudi Arabia,Global,9136068,46
2023-02-14,USA,Global,8107318,41
2023-02-14,Russia,Global,7648647,38
2023-02-14,Iraq,Global,4549313,23
2023-02-14,UAE,Global,3588411,18
2023-02-15,Saudi Arabia,Global,8829462,44
2023-02-15,USA,Global,8288390,41
2023-02-15,Russia,Global,7687151,38
2023-02-15,Iraq,Global,4526313,23
2023-02-15,UAE,Global,3927142,20
2023-02-16,Saudi Arabia,Global,9157781,46
2023-02-16,USA,Global,7989307,40
2023-02-16,Russia,Global,7773239,39
2023-02-16,Iraq,Global,4704436,24
2023-02-16,UAE,Global,3703916,19
2023-02-17,Saudi Arabia,Global,9083220,45
2023-02-17,USA,Global,8214658,41
2023-02-17,Russia,Global,7607820,38
2023-02-17,Iraq,Global,4730475,24
2023-02-17,UAE,Global,3361342,17
2023-02-18,Saudi Arabia,Global,9084313,45
2023-02-18,USA,Global,8407718,42
2023-02-18,Russia,Global,7534334,38
2023-02-18,Iraq,Global,4558819,23
2023-02-18,UAE,Global,3582200,18
2023-02-19,Saudi Arabia,Global,8969440,45
2023-02-19,USA,Global,7820419,39
2023-02-19,Russia,Global,7617073,38
2023-02-19,Iraq,Global,4672040,23
2023-02-19,UAE,Global,3643785,18
2023-02-20,Saudi Arabia,Global,9132151,46
2023-02-20,USA,Global,8160339,41
2023-02-20,Russia,Global,7807309,39
2023-02-20,Iraq,Global,4625316,23
2023-02-20,UAE,Global,3567771,18
2023-02-21,Saudi Arabia,Global,9113890,46
2023-02-21,USA,Global,8242961,41
2023-02-21,Russia,Global,7867863,39
2023-02-21,Iraq,Global,4561838,23
2023-02-21,UAE,Global,3670899,18
2023-02-22,Saudi Arabia,Global,9208943,46
2023-02-22,USA,Global,8009302,40
2023-02-22,Russia,Global,7661252,38
2023-02-22,Iraq,Global,4438338,22
2023-02-22,UAE,Global,3392832,17
2023-02-23,Saudi Arabia,Global,9215284,46
2023-02-23,USA,Global,8102691,41
2023-02-23,Russia,Global,7690614,38
2023-02-23,Iraq,Global,4657588,23
2023-02-23,UAE,Global,3513812,18
2023-02-24,Saudi Arabia,Global,9155520,46
2023-02-24,USA,Global,7977343,40
2023-02-24,Russia,Global,7870954,39
2023-02-24,Iraq,Global,4458912,22
2023-02-24,UAE,Global,3632940,18
2023-02-25,Saudi Arabia,Global,9007955,45
2023-02-25,USA,Global,8249858,41
2023-02-25,Russia,Global,7614581,38
2023-02-25,Iraq,Global,4586495,23
2023-02-25,UAE,Global,3792276,19
2023-02-26,Saudi Arabia,Global,9170649,46
2023-02-26,USA,Global,8243731,41
2023-02-26,Russia,Global,7519035,38
2023-02-26,Iraq,Global,4455512,22
2023-02-26,UAE,Global,3682315,18
2023-02-27,Saudi Arabia,Global,9120297,46
2023-02-27,USA,Global,8262089,41
2023-02-27,Russia,Global,7656137,38
2023-02-27,Iraq,Global,4698885,23
2023-02-27,UAE,Global,3424616,17
2023-02-28,Saudi Arabia,Global,9453229,47
2023-02-28,USA,Global,8145327,41
2023-02-28,Russia,Global,7774601,39
2023-02-28,Iraq,Global,4544550,23
2023-02-28,UAE,Global,3716165,19
2023-03-01,Saudi Arabia,Global,8976326,45
2023-03-01,USA,Global,8239563,41
2023-03-01,Russia,Global,7618357,38
2023-03-01,Iraq,Global,4676131,23
2023-03-01,UAE,Global,3776449,19
2023-03-02,Saudi Arabia,Global,8988610,45
2023-03-02,USA,Global,8070818,40
2023-03-02,Russia,Global,7742090,39
2023-03-02,Iraq,Global,4988224,25
2023-03-02,UAE,Global,3652779,18
2023-03-03,Saudi Arabia,Global,9263849,46
2023-03-03,USA,Global,8159133,41
2023-03-03,Russia,Global,7966515,40
2023-03-03,Iraq,Global,4413095,22
2023-03-03,UAE,Global,3689371,18
2023-03-04,Saudi Arabia,Global,8932982,45
2023-03-04,USA,Global,7800828,39
2023-03-04,Russia,Global,7721433,39
2023-03-04,Iraq,Global,4697738,23
2023-03-04,UAE,Global,3634088,18
2023-03-05,Saudi Arabia,Global,9162467,46
2023-03-05,USA,Global,8643141,43
2023-03-05,Russia,Global,7639670,38
2023-03-05,Iraq,Global,4754915,24
2023-03-05,UAE,Global,3580992,18
2023-03-06,Saudi Arabia,Global,9224211,46
2023-03-06,USA,Global,8144191,41
2023-03-06,Russia,Global,7618348,38
2023-03-06,Iraq,Global,4952761,25
2023-03-06,UAE,Global,3856504,19
2023-03-07,Saudi Arabia,Global,9201915,46
2023-03-07,USA,Global,7835771,39
2023-03-07,Russia,Global,7627251,38
2023-03-07,Iraq,Global,5086857,25
2023-03-07,UAE,Global,3646804,18
2023-03-08,Saudi Arabia,Global,9348308,47
2023-03-08,USA,Global,8399117,42
2023-03-08,Russia,Global,7715670,39
2023-03-08,Iraq,Global,4556552,23
2023-03-08,UAE,Global,3317529,17
2023-03-09,Saudi Arabia,Global,9286819,46
2023-03-09,USA,Global,8061981,40
2023-03-09,Russia,Global,7710617,39
2023-03-09,Iraq,Global,4496721,22
2023-03-09,UAE,Global,3644409,18
2023-03-10,Saudi Arabia,Global,9190566,46
2023-03-10,USA,Global,8225797,41
2023-03-10,Russia,Global,7518285,38
2023-03-10,Iraq,Global,4865045,24
2023-03-10,UAE,Global,3595974,18
2023-03-11,Saudi Arabia,Global,8935597,45
2023-03-11,USA,Global,8170414,41
2023-03-11,Russia,Global,7691924,38
2023-03-11,Iraq,Global,4710856,24
2023-03-11,UAE,Global,3891087,19
2023-03-12,Saudi Arabia,Global,9152504,46
2023-03-12,USA,Global,8170028,41
2023-03-12,Russia,Global,7522494,38
2023-03-12,Iraq,Global,4811054,24
2023-03-12,UAE,Global,3715618,19
2023-03-13,Saudi Arabia,Global,9126115,46
2023-03-13,USA,Global,7903418,40
2023-03-13,Russia,Global,7905781,40
2023-03-13,Iraq,Global,4504967,23
2023-03-13,UAE,Global,3600428,18
2023-03-14,Saudi Arabia,Global,9243963,46
2023-03-14,USA,Global,8010728,40
2023-03-14,Russia,Global,7466185,37
2023-03-14,Iraq,Global,4371619,22
2023-03-14,UAE,Global,3798361,19
2023-03-15,Saudi Arabia,Global,9109469,46
2023-03-15,USA,Global,8630337,43
2023-03-15,Russia,Global,7542094,38
2023-03-15,Iraq,Global,4553029,23
2023-03-15,UAE,Global,3606438,18
2023-03-16,Saudi Arabia,Global,9228696,46
2023-03-16,USA,Global,8121695,41
2023-03-16,Russia,Global,7784076,39
2023-03-16,Iraq,Global,4545438,23
2023-03-16,UAE,Global,3484987,17
2023-03-17,Saudi Arabia,Global,8923416,45
2023-03-17,USA,Global,7859612,39
2023-03-17,Russia,Global,7615438,38
2023-03-17,Iraq,Global,4648001,23
2023-03-17,UAE,Global,3598432,18
2023-03-18,Saudi Arabia,Global,9380524,47
2023-03-18,USA,Global,8378217,42
2023-03-18,Russia,Global,7643792,38
2023-03-18,Iraq,Global,4424925,22
2023-03-18,UAE,Global,3609007,18
2023-03-19,Saudi Arabia,Global,9104847,46
2023-03-19,USA,Global,8096250,40
2023-03-19,Russia,Global,7590162,38
2023-03-19,Iraq,Global,4596801,23
2023-03-19,UAE,Global,3636839,18
2023-03-20,Saudi Arabia,Global,9100239,46
2023-03-20,USA,Global,8226818,41
2023-03-20,Russia,Global,7749625,39
2023-03-20,Iraq,Global,4558973,23
2023-03-20,UAE,Global,3886229,19
2023-03-21,Saudi Arabia,Global,9049252,45
2023-03-21,USA,Global,7953591,40
2023-03-21,Russia,Global,7753378,39
2023-03-21,Iraq,Global,4573650,23
2023-03-21,UAE,Global,3744455,19
2023-03-22,Saudi Arabia,Global,8836344,44
2023-03-22,USA,Global,8405763,42
2023-03-22,Russia,Global,7797739,39
2023-03-22,Iraq,Global,4471823,22
2023-03-22,UAE,Global,3475078,17
2023-03-23,Saudi Arabia,Global,9448310,47
2023-03-23,USA,Global,8086863,40
2023-03-23,Russia,Global,7572342,38
2023-03-23,Iraq,Global,4357562,22
2023-03-23,UAE,Global,3644853,18
2023-03-24,Saudi Arabia,Global,9163829,46
2023-03-24,USA,Global,8305310,42
2023-03-24,Russia,Global,7488125,37
2023-03-24,Iraq,Global,4469943,22
2023-03-24,UAE,Global,3765631,19
2023-03-25,Saudi Arabia,Global,9349454,47
2023-03-25,USA,Global,7962772,40
2023-03-25,Russia,Global,7860672,39
2023-03-25,Iraq,Global,4704076,24
2023-03-25,UAE,Global,3862215,19
2023-03-26,Saudi Arabia,Global,9188311,46
2023-03-26,USA,Global,7820502,39
2023-03-26,Russia,Global,7676048,38
2023-03-26,Iraq,Global,4857865,24
2023-03-26,UAE,Global,3564782,18
2023-03-27,Saudi Arabia,Global,9140989,46
2023-03-27,USA,Global,8172764,41
2023-03-27,Russia,Global,7264257,36
2023-03-27,Iraq,Global,4949886,25
2023-03-27,UAE,Global,3563977,18
2023-03-28,Saudi Arabia,Global,9275325,46
2023-03-28,USA,Global,8186460,41
2023-03-28,Russia,Global,7888108,39
2023-03-28,Iraq,Global,4760373,24
2023-03-28,UAE,Global,3664226,18
2023-03-29,Saudi Arabia,Global,9065660,45
2023-03-29,USA,Global,8319365,42
2023-03-29,Russia,Global,7418671,37
2023-03-29,Iraq,Global,4796571,24
2023-03-29,UAE,Global,3534830,18
2023-03-30,Saudi Arabia,Global,9387693,47
2023-03-30,USA,Global,8224045,41
2023-03-30,Russia,Global,7796469,39
2023-03-30,Iraq,Global,4712148,24
2023-03-30,UAE,Global,3436993,17
2023-03-31,Saudi Arabia,Global,9070844,45
2023-03-31,USA,Global,8300812,42
2023-03-31,Russia,Global,7724952,39
2023-03-31,Iraq,Global,4877102,24
2023-03-31,UAE,Global,3760445,19
2023-04-01,Saudi Arabia,Global,9054993,45
2023-04-01,USA,Global,8080589,40
2023-04-01,Russia,Global,7715436,39
2023-04-01,Iraq,Global,4352892,22
2023-04-01,UAE,Global,3951014,20
2023-04-02,Saudi Arabia,Global,9266245,46
2023-04-02,USA,Global,8384039,42
2023-04-02,Russia,Global,7462893,37
2023-04-02,Iraq,Global,4886668,24
2023-04-02,UAE,Global,4034708,20
2023-04-03,Saudi Arabia,Global,9001778,45
2023-04-03,USA,Global,8315620,42
2023-04-03,Russia,Global,7700076,39
2023-04-03,Iraq,Global,4468244,22
2023-04-03,UAE,Global,3773842,19
2023-04-04,Saudi Arabia,Global,9324816,47
2023-04-04,USA,Global,8109607,41
2023-04-04,Russia,Global,7874663,39
2023-04-04,Iraq,Global,4449761,22
2023-04-04,UAE,Global,3475563,17
2023-04-05,Saudi Arabia,Global,9220073,46
2023-04-05,USA,Global,8203391,41
2023-04-05,Russia,Global,7592097,38
2023-04-05,Iraq,Global,4821023,24
2023-04-05,UAE,Global,3779218,19
2023-04-06,Saudi Arabia,Global,9328053,47
2023-04-06,USA,Global,8180861,41
2023-04-06,Russia,Global,7789719,39
2023-04-06,Iraq,Global,4632484,23
2023-04-06,UAE,Global,4007405,20
2023-04-07,Saudi Arabia,Global,9077139,45
2023-04-07,USA,Global,8514816,43
2023-04-07,Russia,Global,7704254,39
2023-04-07,Iraq,Global,4492694,22
2023-04-07,UAE,Global,3904233,20
2023-04-08,Saudi Arabia,Global,9217537,46
2023-04-08,USA,Global,8326320,42
2023-04-08,Russia,Global,7882230,39
2023-04-08,Iraq,Global,4749345,24
2023-04-08,UAE,Global,3609815,18
2023-04-09,Saudi Arabia,Global,9344580,47
2023-04-09,USA,Global,8198336,41
2023-04-09,Russia,Global,7801101,39
2023-04-09,Iraq,Global,4375163,22
2023-04-09,UAE,Global,3765270,19
2023-04-10,Saudi Arabia,Global,9101948,46
2023-04-10,USA,Global,8445732,42
2023-04-10,Russia,Global,7791199,39
2023-04-10,Iraq,Global,4733714,24
2023-04-10,UAE,Global,3770682,19
2023-04-11,Saudi Arabia,Global,9047424,45
2023-04-11,USA,Global,8440678,42
2023-04-11,Russia,Global,7995895,40
2023-04-11,Iraq,Global,4756127,24
2023-04-11,UAE,Global,3935750,20
2023-04-12,Saudi Arabia,Global,9111213,46
2023-04-12,USA,Global,8077018,40
2023-04-12,Russia,Global,7702724,39
2023-04-12,Iraq,Global,4761826,24
2023-04-12,UAE,Global,3637487,18
2023-04-13,Saudi Arabia,Global,9276588,46
2023-04-13,USA,Global,8241881,41
2023-04-13,Russia,Global,7546177,38
2023-04-13,Iraq,Global,4773742,24
2023-04-13,UAE,Global,3825452,19
2023-04-14,Saudi Arabia,Global,9220923,46
2023-04-14,USA,Global,8368099,42
2023-04-14,Russia,Global,7512592,38
2023-04-14,Iraq,Global,4765395,24
2023-04-14,UAE,Global,3519660,18
2023-04-15,Saudi Arabia,Global,9027311,45
2023-04-15,USA,Global,8099784,40
2023-04-15,Russia,Global,7553115,38
2023-04-15,Iraq,Global,4612224,23
2023-04-15,UAE,Global,3662301,18
2023-04-16,Saudi Arabia,Global,9319161,47
2023-04-16,USA,Global,8145414,41
2023-04-16,Russia,Global,7455744,37
2023-04-16,Iraq,Global,4864598,24
2023-04-16,UAE,Global,3568024,18
2023-04-17,Saudi Arabia,Global,9183886,46
2023-04-17,USA,Global,8259675,41
2023-04-17,Russia,Global,7722636,39
2023-04-17,Iraq,Global,4856821,24
2023-04-17,UAE,Global,3764545,19
2023-04-18,Saudi Arabia,Global,9062547,45
2023-04-18,USA,Global,8518528,43
2023-04-18,Russia,Global,7720894,39
2023-04-18,Iraq,Global,4669643,23
2023-04-18,UAE,Global,3836332,19
2023-04-19,Saudi Arabia,Global,9228154,46
2023-04-19,USA,Global,8250620,41
2023-04-19,Russia,Global,8064564,40
2023-04-19,Iraq,Global,4649468,23
2023-04-19,UAE,Global,3643072,18
2023-04-20,Saudi Arabia,Global,9207159,46
2023-04-20,USA,Global,8350400,42
2023-04-20,Russia,Global,7463692,37
2023-04-20,Iraq,Global,4394839,22
2023-04-20,UAE,Global,3601605,18
2023-04-21,Saudi Arabia,Global,8943464,45
2023-04-21,USA,Global,8124828,41
2023-04-21,Russia,Global,7763927,39
2023-04-21,Iraq,Global,4554940,23
2023-04-21,UAE,Global,3474528,17
2023-04-22,Saudi Arabia,Global,9197777,46
2023-04-22,USA,Global,8316758,42
2023-04-22,Russia,Global,7433130,37
2023-04-22,Iraq,Global,4810411,24
2023-04-22,UAE,Global,3809972,19
2023-04-23,Saudi Arabia,Global,9329258,47
2023-04-23,USA,Global,8368917,42
2023-04-23,Russia,Global,8016447,40
2023-04-23,Iraq,Global,4632731,23
2023-04-23,UAE,Global,3702581,19
2023-04-24,Saudi Arabia,Global,9122392,46
2023-04-24,USA,Global,8185155,41
2023-04-24,Russia,Global,7914789,40
2023-04-24,Iraq,Global,4483106,22
2023-04-24,UAE,Global,3555701,18
2023-04-25,Saudi Arabia,Global,9390094,47
2023-04-25,USA,Global,8336522,42
2023-04-25,Russia,Global,7629047,38
2023-04-25,Iraq,Global,4811677,24
2023-04-25,UAE,Global,3734699,19
2023-04-26,Saudi Arabia,Global,9407162,47
2023-04-26,USA,Global,8193297,41
2023-04-26,Russia,Global,7835966,39
2023-04-26,Iraq,Global,5078423,25
2023-04-26,UAE,Global,3771836,19
2023-04-27,Saudi Arabia,Global,9188070,46
2023-04-27,USA,Global,8289038,41
2023-04-27,Russia,Global,7625879,38
2023-04-27,Iraq,Global,5038866,25
2023-04-27,UAE,Global,3707682,19
2023-04-28,Saudi Arabia,Global,9138228,46
2023-04-28,USA,Global,8053815,40
2023-04-28,Russia,Global,7843751,39
2023-04-28,Iraq,Global,4809246,24
2023-04-28,UAE,Global,3604565,18
2023-04-29,Saudi Arabia,Global,9264079,46
2023-04-29,USA,Global,7951328,40
2023-04-29,Russia,Global,7705357,39
2023-04-29,Iraq,Global,4745525,24
2023-04-29,UAE,Global,3933711,20
2023-04-30,Saudi Arabia,Global,9060380,45
2023-04-30,USA,Global,7984250,40
2023-04-30,Russia,Global,7541688,38
2023-04-30,Iraq,Global,4475517,22
2023-04-30,UAE,Global,3876501,19
2023-05-01,Saudi Arabia,Global,9406637,47
2023-05-01,USA,Global,8222374,41
2023-05-01,Russia,Global,7857536,39
2023-05-01,Iraq,Global,4694435,23
2023-05-01,UAE,Global,3660075,18
2023-05-02,Saudi Arabia,Global,9122673,46
2023-05-02,USA,Global,8126070,41
2023-05-02,Russia,Global,7440458,37
2023-05-02,Iraq,Global,4712267,24
2023-05-02,UAE,Global,3666578,18
2023-05-03,Saudi Arabia,Global,9282669,46
2023-05-03,USA,Global,8184893,41
2023-05-03,Russia,Global,7646459,38
2023-05-03,Iraq,Global,4540185,23
2023-05-03,UAE,Global,3681687,18
2023-05-04,Saudi Arabia,Global,9279785,46
2023-05-04,USA,Global,7997549,40
2023-05-04,Russia,Global,7682171,38
2023-05-04,Iraq,Global,4704006,24
2023-05-04,UAE,Global,3561340,18
2023-05-05,Saudi Arabia,Global,9079007,45
2023-05-05,USA,Global,8201777,41
2023-05-05,Russia,Global,7497172,37
2023-05-05,Iraq,Global,4719674,24
2023-05-05,UAE,Global,3532882,18
2023-05-06,Saudi Arabia,Global,9324699,47
2023-05-06,USA,Global,8515945,43
2023-05-06,Russia,Global,7536157,38
2023-05-06,Iraq,Global,4745402,24
2023-05-06,UAE,Global,3556260,18
2023-05-07,Saudi Arabia,Global,9319451,47
2023-05-07,USA,Global,7973519,40
2023-05-07,Russia,Global,7735396,39
2023-05-07,Iraq,Global,4532359,23
2023-05-07,UAE,Global,3632260,18
2023-05-08,Saudi Arabia,Global,9006642,45
2023-05-08,USA,Global,8284649,41
2023-05-08,Russia,Global,7535749,38
2023-05-08,Iraq,Global,4744091,24
2023-05-08,UAE,Global,3609681,18
2023-05-09,Saudi Arabia,Global,9142066,46
2023-05-09,USA,Global,8181400,41
2023-05-09,Russia,Global,7544963,38
2023-05-09,Iraq,Global,4690792,23
2023-05-09,UAE,Global,3888787,19
2023-05-10,Saudi Arabia,Global,9040416,45
2023-05-10,USA,Global,8332901,42
2023-05-10,Russia,Global,7881845,39
2023-05-10,Iraq,Global,4534707,23
2023-05-10,UAE,Global,3438872,17
2023-05-11,Saudi Arabia,Global,9200271,46
2023-05-11,USA,Global,8072866,40
2023-05-11,Russia,Global,7935267,40
2023-05-11,Iraq,Global,4660198,23
2023-05-11,UAE,Global,3534647,18
2023-05-12,Saudi Arabia,Global,8980704,45
2023-05-12,USA,Global,8316263,42
2023-05-12,Russia,Global,7567100,38
2023-05-12,Iraq,Global,4659352,23
2023-05-12,UAE,Global,3796148,19
2023-05-13,Saudi Arabia,Global,9077895,45
2023-05-13,USA,Global,8143644,41
2023-05-13,Russia,Global,7648048,38
2023-05-13,Iraq,Global,4753032,24
2023-05-13,UAE,Global,3739145,19
2023-05-14,Saudi Arabia,Global,9115227,46
2023-05-14,USA,Global,8157792,41
2023-05-14,Russia,Global,7592478,38
2023-05-14,Iraq,Global,4426603,22
2023-05-14,UAE,Global,3686885,18
2023-05-15,Saudi Arabia,Global,9429740,47
2023-05-15,USA,Global,8013354,40
2023-05-15,Russia,Global,7529957,38
2023-05-15,Iraq,Global,4515302,23
2023-05-15,UAE,Global,3754600,19
2023-05-16,Saudi Arabia,Global,9210808,46
2023-05-16,USA,Global,8119755,41
2023-05-16,Russia,Global,7505833,38
2023-05-16,Iraq,Global,4657392,23
2023-05-16,UAE,Global,3408842,17
2023-05-17,Saudi Arabia,Global,9162631,46
2023-05-17,USA,Global,8271845,41
2023-05-17,Russia,Global,7453437,37
2023-05-17,Iraq,Global,4411239,22
2023-05-17,UAE,Global,3878032,19
2023-05-18,Saudi Arabia,Global,9046892,45
2023-05-18,USA,Global,8309048,42
2023-05-18,Russia,Global,7615557,38
2023-05-18,Iraq,Global,4614363,23
2023-05-18,UAE,Global,3704418,19
2023-05-19,Saudi Arabia,Global,9003555,45
2023-05-19,USA,Global,8156029,41
2023-05-19,Russia,Global,7578931,38
2023-05-19,Iraq,Global,4438081,22
2023-05-19,UAE,Global,3686777,18
2023-05-20,Saudi Arabia,Global,9094117,45
2023-05-20,USA,Global,8110059,41
2023-05-20,Russia,Global,7452089,37
2023-05-20,Iraq,Global,4872323,24
2023-05-20,UAE,Global,3765120,19
2023-05-21,Saudi Arabia,Global,9275655,46
2023-05-21,USA,Global,8085215,40
2023-05-21,Russia,Global,7371654,37
2023-05-21,Iraq,Global,4923969,25
2023-05-21,UAE,Global,3621867,18
2023-05-22,Saudi Arabia,Global,9016091,45
2023-05-22,USA,Global,8190931,41
2023-05-22,Russia,Global,7803479,39
2023-05-22,Iraq,Global,4624953,23
2023-05-22,UAE,Global,3820197,19
2023-05-23,Saudi Arabia,Global,9288203,46
2023-05-23,USA,Global,7964295,40
2023-05-23,Russia,Global,7524684,38
2023-05-23,Iraq,Global,4769383,24
2023-05-23,UAE,Global,3218861,16
2023-05-24,Saudi Arabia,Global,9100639,46
2023-05-24,USA,Global,7908432,40
2023-05-24,Russia,Global,7551574,38
2023-05-24,Iraq,Global,4578234,23
2023-05-24,UAE,Global,3569320,18
2023-05-25,Saudi Arabia,Global,9037486,45
2023-05-25,USA,Global,7955753,40
2023-05-25,Russia,Global,7964112,40
2023-05-25,Iraq,Global,4900444,25
2023-05-25,UAE,Global,3446015,17
2023-05-26,Saudi Arabia,Global,9354875,47
2023-05-26,USA,Global,8057637,40
2023-05-26,Russia,Global,7636935,38
2023-05-26,Iraq,Global,4608066,23
2023-05-26,UAE,Global,3518595,18
2023-05-27,Saudi Arabia,Global,9262332,46
2023-05-27,USA,Global,8133637,41
2023-05-27,Russia,Global,7543272,38
2023-05-27,Iraq,Global,4419066,22
2023-05-27,UAE,Global,3480715,17
2023-05-28,Saudi Arabia,Global,8865711,44
2023-05-28,USA,Global,8113751,41
2023-05-28,Russia,Global,7432418,37
2023-05-28,Iraq,Global,4572084,23
2023-05-28,UAE,Global,3817433,19
2023-05-29,Saudi Arabia,Global,9288943,46
2023-05-29,USA,Global,8104207,41
2023-05-29,Russia,Global,7595985,38
2023-05-29,Iraq,Global,4891029,24
2023-05-29,UAE,Global,3687162,18
2023-05-30,Saudi Arabia,Global,9056975,45
2023-05-30,USA,Global,7892243,39
2023-05-30,Russia,Global,7665227,38
2023-05-30,Iraq,Global,4730545,24
2023-05-30,UAE,Global,3511398,18
2023-05-31,Saudi Arabia,Global,9146893,46
2023-05-31,USA,Global,8048676,40
2023-05-31,Russia,Global,7575608,38
2023-05-31,Iraq,Global,4230039,21
2023-05-31,UAE,Global,3569945,18
2023-06-01,Saudi Arabia,Global,9245654,46
2023-06-01,USA,Global,8005538,40
2023-06-01,Russia,Global,7608127,38
2023-06-01,Iraq,Global,4486856,22
2023-06-01,UAE,Global,3654315,18
2023-06-02,Saudi Arabia,Global,9064776,45
2023-06-02,USA,Global,7956368,40
2023-06-02,Russia,Global,7797137,39
2023-06-02,Iraq,Global,4736594,24
2023-06-02,UAE,Global,3506519,18
2023-06-03,Saudi Arabia,Global,9168900,46
2023-06-03,USA,Global,8174844,41
2023-06-03,Russia,Global,7690577,38
2023-06-03,Iraq,Global,4340094,22
2023-06-03,UAE,Global,3745223,19
2023-06-04,Saudi Arabia,Global,9005726,45
2023-06-04,USA,Global,8037507,40
2023-06-04,Russia,Global,7986864,40
2023-06-04,Iraq,Global,4636462,23
2023-06-04,UAE,Global,3533233,18
2023-06-05,Saudi Arabia,Global,8757310,44
2023-06-05,USA,Global,8296568,41
2023-06-05,Russia,Global,7386322,37
2023-06-05,Iraq,Global,4437588,22
2023-06-05,UAE,Global,3538401,18
2023-06-06,Saudi Arabia,Global,9297462,46
2023-06-06,USA,Global,8200986,41
2023-06-06,Russia,Global,7561324,38
2023-06-06,Iraq,Global,4631244,23
2023-06-06,UAE,Global,3494942,17
2023-06-07,Saudi Arabia,Global,9102819,46
2023-06-07,USA,Global,8092872,40
2023-06-07,Russia,Global,7727187,39
2023-06-07,Iraq,Global,4726948,24
2023-06-07,UAE,Global,3655968,18
2023-06-08,Saudi Arabia,Global,9024366,45
2023-06-08,USA,Global,8189991,41
2023-06-08,Russia,Global,7564923,38
2023-06-08,Iraq,Global,4416431,22
2023-06-08,UAE,Global,3518225,18
2023-06-09,Saudi Arabia,Global,9088221,45
2023-06-09,USA,Global,8212074,41
2023-06-09,Russia,Global,7548012,38
2023-06-09,Iraq,Global,4394162,22
2023-06-09,UAE,Global,3584053,18
2023-06-10,Saudi Arabia,Global,9089361,45
2023-06-10,USA,Global,8100218,41
2023-06-10,Russia,Global,7710323,39
2023-06-10,Iraq,Global,4725181,24
2023-06-10,UAE,Global,3483211,17
2023-06-11,Saudi Arabia,Global,8976701,45
